timestamp,commentid,authorid,agrees,disagrees,moderated,commentbody
1438050610425,671,15123,1,0,0,廢死並不會導致社會先進，而是先進的社會才有廢死的可能。
1438060708164,675,15123,1,0,0,簡單地將死刑視為阻擋社會正視社會問題的黑幕，讓廢死者心理製造了「認為廢除死刑就能促使社會正視社會問題」的樂觀迷思，從而高估了廢除死刑的社會效益。
1438060956506,676,15123,1,0,0,沒有任何人可剝奪其他人的生命權在多數的人權觀中常不被遵守，例如墮胎議題、國家暴力維持議題(是否維持軍隊或賦予警察開槍權)，推行廢死者應加強其人權論述，而非將生命權視為尚方寶劍。
1438061477000,677,15123,1,0,0,人同時存在想殺人、亦不想被殺的需求矛盾，目前社會亦無對殺人衝動提出實際解方，故殺人暴力才需要被社會共同控管，而死刑即是其表現，故被視為社會正義。
1438059931307,672,15123,1,0,0,將隨機殺人犯接觸的人事物視為使他成為隨機殺人犯的觀點，將使他的家人、同事、朋友被社會獵巫跟傷害，使國家陷入一個更瘋狂的狀態。
1438060067343,673,15123,1,0,0,廢死無法使社會先進，而是先進社會才有可能廢死。
1438060347657,674,15123,1,0,0,支持廢死的誤判說理論，依相同邏輯警察亦不可佩槍，不然亦有可能誤殺嫌犯。故若支持廢死，亦也要反對國家任何形式之致死暴力纔是。
1438091561350,678,15123,1,0,0,專注於死刑個案的討論無助於社會思考死刑廢存
1438091779818,679,15123,1,0,0,再有更多實證研究釐清死刑與殺人案的關係之前，我拒絕以死刑有無嚇阻力為理由支持或反對廢除死刑。
1438092119125,680,15123,1,0,0,主張生命權不可侵犯的廢死者，也應該針對其他的國家殺人或法律容許的個人殺人表達意見，例如戰爭、墮胎、處於防衛目的非不得已的殺人、為親人安樂死、放棄積極治療、為了保持器官新鮮提前認定死亡等等。
1438103450179,681,15153,1,0,0,死刑並不是對法律對犯罪者生命權的剝奪，而是國家對受刑人直接宣戰然後進行抹殺
1438107095757,683,15153,1,0,0,我感性上支持廢死，理性上支持死刑
1438105577391,682,15153,1,0,0,學習需要立即的回饋才有最好的效果，很顯然的，拖延死刑的執行 和 死刑對減少犯罪的效果不彰 之間有明顯的因果關係
1438107396143,684,15153,1,0,0,廢死與否是長年的重大社會議題，其實大多數的人是已經討論到煩了且有了決斷，只是在重大社會事件時才忍無可忍出來叫個幾聲。而非是平常並不關心。
1438107442068,685,15153,1,0,0,廢死與否是長年的重大社會議題，其實大多數的人是已經討論到煩了且有了決斷，只是在重大社會事件時才忍無可忍出來叫個幾聲。而不是新手村玩家以為的默不關心。
1438107554632,686,15153,1,0,0,人們讓渡予國家的權利並不包括生命權，但國家完全可以通過對特定人仕宣戰來達成相同的結果
1438107783326,687,15153,1,0,0,我們不相信這個國家，但如果他選擇癈止死刑我們就在這件事上相信它，實在矛盾
1433068286843,63,571,208,120,1,死刑速決隱含了「很快我們就會忘記這件事了，所以趁我們還記得你的時候趕快去死吧」的訊息
1433139439397,337,4488,1,0,0,"選擇死亡的是犯罪者自身"
1433182207559,465,9102,1,0,0,雖然擔憂台灣的監獄人滿為患，但我認為重刑(非特指死刑)有其必要性，重點在於殺人或是任何的犯罪並沒有受到可以與他所犯的罪相符的制裁，反而讓民眾覺得輕判，而假釋的存在也讓民眾覺得似乎關沒幾年就被釋放，沒有達到教化與懲罰的作用。
1433234436600,511,11387,1,0,0,"所有且唯有""人""擁有人權。"
1433488745703,632,13436,1,0,0,隨機殺人事件是為了證明自己贏過他人。
1433060704968,1,0,207,1175,1,殺人的人不對，所以我們應該把他殺死
1433060726473,2,0,246,139,1,我支持廢除死刑
1433083870767,168,2513,80,124,1,隨機殺人者視同放棄自己的人權
1433083993481,169,2562,1,0,-1,Case by case
1433084745372,170,2124,87,103,1,死刑作用是拿來威嚇用的
1433060793057,3,0,305,113,1,在有「無期徒刑，不得假釋」制度的前提下，我支持廢除死刑
1433139111107,335,4488,1,0,0,"死刑是人類歷史共識,廢死還不是"
1433135147867,305,4488,57,49,1,超級英雄都是殺人犯
1433075772788,99,1352,46,187,1,有的人就是只欠一殺。
1433089830277,222,749,134,71,1,隨機殺人不會沒有理由
1433487090464,594,13436,1,0,0,我沒有殺人的原因是因為我害怕死刑。
1433060642032,0,0,1559,41,1,無論是否有死刑，隨機殺人都還是可能發生
1433060975212,4,0,83,1361,1,會有隨機殺人事件，是因為有推動廢除死刑的人害的（雖然現在我國仍有死刑制度與執行）
1433061050510,5,0,556,205,1,"在殺人事件上，""廢死""/""反廢死""是假議題，因為目前本來就有死刑"
1433061102076,6,0,196,793,1,死刑不夠，應該用嚴刑峻法，包括鞭刑、公開槍決。
1433061543941,7,9,74,188,1,人人皆約可殺就該死嗎…
1433061792687,10,37,994,654,1,我認為死刑不是絕對的 但是現在的台灣不能廢除死刑
1433061757101,9,16,247,428,1,我支持廢除死刑，改讓死刑犯做拆炸彈、新藥開發受試者（腦科學研究、安眠藥、抗憂鬱用藥等研究優先。）、鬼屋的拆除、沙漠的綠化等工作。
1433061977508,11,71,767,72,1,"解決「隨機殺人事件」的問題和「死刑存廢 」其實是兩碼子事"
1433062469704,13,113,220,206,1,廢死只能是目標，但目前不適合
1433061616439,8,16,111,289,-1,我支持廢除死刑，另立生不如死刑。
1433062008945,12,34,670,29,1,我認為隨機殺人事件後的重點在於「災後重建」，撫平被害者家屬或者學校同學受到的心理傷害，並且避免媒體一再放送挑動激情的畫面或詞語。等一切回歸常軌在來討論議題，死刑的存廢也本來就該在平常要討論，不是等到事件發生再炒作。
1433062540248,15,104,622,77,1,到目前還沒有足夠強力的證據可以證明死刑能夠降低重刑犯罪率。
1433062538963,14,12,522,351,1,如果經實驗或統計數據證實能有效降低隨機殺人事件發生的機率，我願意支持死刑。
1433062904773,16,127,282,508,1,"如果要廢死  就要讓喪心病狂兇手的人""生不如死"""
1433062963925,17,1,437,317,1,我無法百分之百相信司法，因此不可逆的死刑必須廢除
1433063028860,18,68,562,75,1,死刑無法嚇止那些怯於自殺，遂以隨機殺人達成讓司法處刑目的之殺人者。
1433063291187,19,104,312,131,1,執行死刑和解決造成重刑案的社會問題不衝突。
1433063579637,21,265,247,89,1,死刑雖無關正義但也無關野蠻，支持廢死者不應持文化論，菁英論。
1433063543819,20,181,117,213,1,"廢不廢死刑一，臺灣沒有廢除死刑的本錢二，臺灣的思想教育太過古老三，對於一個沒有理由 隨機殺人事後 還不知悔改的罪犯，我想 這個人沒有生存的價值"
1433063688993,22,0,266,463,1,對於一個沒有理由隨機殺人，事後還不知悔改的罪犯，這個人沒有生存的價值
1433064125587,23,336,1068,252,1,沒有人可以評論他人有無生存的價值。
1433064263217,24,372,490,59,1,"死刑無法嚇阻無差別殺人案應該尋找源頭的解決方法"
1433064386145,26,255,867,179,1,死刑犯擁有人權
1433064355921,25,255,1,0,-1,死刑犯是否擁有人權?
1433064654645,27,386,1,0,-1,因為了解二二八事件，我認為人民與政府的社會契約中，不應包含讓渡人民的生命權給政府，以防止政府再度濫權的可能。
1433064855974,28,345,1,0,-1,123
1433065159965,30,489,55,980,1,廢除死刑的前提是給予人民擁槍的自由。
1433065131741,29,489,254,84,1,加大處決極端型無差別暴力犯罪的力度，與基礎社會改造可以並行，並非二擇一的單選題。
1433065249448,32,489,124,833,1,如果要廢除死刑，請還我執行私刑的權力。
1433065201433,31,489,215,246,1,"廢除死刑的前提是建立""城堡法""，讓人民有法源可以保護自己以及家人。"
1433065488834,33,435,249,38,1,隨機殺人是人絕望到極點可能會執行的行動之一，不認為與死刑存廢有重大關聯，假設自殺是犯罪行為，執行自殺的人應該是不會考慮到這行為是否犯罪。每個人或多或少會產生黑暗的念頭，幫助他找到情緒宣洩的出口，可能比較有機會避免類似行為發生。這類行為一旦實際執行過，往後再發生的機率很高，可能要找到預防或是類似疫苗接種的方法。
1433065621421,34,552,989,33,1,廢死與否不是只有社會發生重大案件的時候才應該被討論，但是我們現在往往看到的是有類似於鄭捷、隨機殺人這種案件的時候才會被討論，等時間過了又開始乏人問津
1433065724060,35,0,122,235,1,隨機殺小孩比隨機殺成人嚴重
1433065733368,36,71,212,230,1,"我希望死刑存在，但也認為江國慶的案件不該存在！"
1433065800593,37,364,160,71,1,我反對死刑，但我支持安樂死合法化，對這個社會感到沒有希望的人，先經由輔導改善，若無效，本人可以決定是否安樂死。
1433066358759,42,670,304,47,1,就程式設計的角度來說，死刑是終止該程式結束處理，但是並無法停止其它程市也做一樣的事，沒有直接關聯的處理方式，是治標不治本的。
1433066341390,41,550,184,33,1,"隨機殺人與死刑存廢根本不應該扯上關聯性！隨機殺人者說尋死故殺人，於是死刑就被台上台面議論，好像「死刑」成為殺人動機。同理隨機殺人者說要當總統，於是「總統一職」就成殺人動機，就要討論應不應該廢除總統制嗎？隨機殺人者的腦袋關聯性已經出問題了，還要跟著他的思緒起舞？應該去思考的應該是社會對於魯蛇的言語，是不是讓他們覺得只要證明還有人比他弱他就獲得心理上的平衡了。廢不廢死跟司法資源 、誤判率才有關係。"
1433066303190,39,641,265,604,1,真正有資格對兇手“判決”死刑的，只有被害人的家屬，如果他們願意原諒，就可以不執行死刑，但是仍應有懲治的刑罰。
1433066398139,43,414,354,198,1,沒有終身監禁不得假釋的配套，我不會支持廢死。
1433079819398,123,1687,116,80,1,替代死刑，犯人終生不得假釋出獄，可決定自縊或在監獄勞役。
1433066322011,40,414,769,104,1,應該好好探究隨機殺人犯的成長背景與動機，檢討社會問題，就算有死刑，也不該「立即」執行死刑。
1433066221917,38,670,398,31,1,要不要廢除死刑跟要不要停蓋核四是一樣的議題，都需要全民一起學習，所有人都需了解整個決定過程的處理方式跟後續發展，才會能夠接受新的決定。
1433066431558,44,586,79,45,1,這題有討論空間，大部份我覺得是，但若是受瘧者不小心殺死加害者則不在此限
1433066754517,46,414,68,188,1,一槍結束罪犯的性命實在太便宜他了，所以我支持廢死。
1433066917029,48,414,311,214,1,只要有冤案發生的可能，死刑就不應該存在。
1433068031067,57,749,38,256,1,在犯人同意下死亡下，只能由被害人直系血親執行死刑。死法也必須相同。
1433068366406,64,749,1,0,-1,全民表決
1433068699871,66,604,250,342,1,司法本就應該沒有溫度、不帶有私人情感，那樣才是公正的法律
1433068976084,69,749,205,161,1,有殺人能力無生存權力的人，有比死刑更好的利用價值。
1433075280680,94,1352,72,149,1,明知有死刑還刻意去觸犯，那是自己選擇放棄自己的生命。所以死刑並非殺人，充其量只是協助其自殺。
1433066593501,45,591,218,24,1,"隨機殺人事件的原因有很多，一個國家有沒有死刑只有很小的影響，政治、經濟、貧富差距等因素反而比較可能影響隨機殺人事件。舉例幾個國家的「謀殺死亡率」（每十萬人口）：牙買加：52（仍有死刑）委內瑞拉：45（廢除死刑）墨西哥：18（廢除死刑）美國：4.8（仍有死刑，看州）台灣：3.2（仍有死刑）波蘭：1.1（廢除死刑）德國：0.84（廢除死刑）日本：0.36（仍有死刑）"
1433069048909,70,749,19,653,1,死刑可易科罰金
1433075655740,97,1376,107,23,1,該題顯然是移植美國用槍的歷史情境，但台灣並沒有相同的歷史背景的(抵抗暴政)來合理化擁槍的理由
1433066884211,47,550,149,22,1,"隨機殺人事件與死刑存廢不該扯上關係。隨機殺人者表達尋死故殺人，就跟著這腦袋關聯出問的罪犯起舞扯死刑;隨機殺人者表達他想當總統，那大家也就來討論要不要廢除總統制好了。應該考慮存廢的是對於魯蛇的言語刺激，是否讓他產生只要找到一個比他更弱的，他就贏了的念頭。跟死刑存廢有關的是司法資源、誤判率的問題。"
1433067013186,49,571,1113,132,1,死刑不能解決隨機殺人的問題
1433067102494,50,571,665,104,1,台灣人口中所謂的「公道」，只是「想看殺人犯遭到報應」
1433067281870,51,716,86,188,1,治亂世須用重典。
1433067366667,53,571,730,137,1,多數台灣人認為自己想看到殺人犯償命，就理所當然覺得受害者家屬也這樣想
1433067316450,52,414,338,185,1,我們不應該賦予政府合法殺人的公權力。
1433067603349,56,787,748,229,1,雖然死刑無法完全解決問題本身，但是無疑存在某種層度上的嚇阻與平撫大眾不平等心理。（人類是有情感的，並不能完全以理性的歸結考量
1433067586420,55,616,175,67,1,"無原因的隨機殺人犯當然該死, 但你我/司法非全知而不會誤判, 所以我願意擱置不可逆的死刑.(當下覺得罪證確鑿, 說不定幾年後發現, 有人脅迫他, 若供出原因就殺他親人, 他才因此犯案/認罪)"
1433067580028,54,571,474,27,1,很多人根本不知道「死刑速審速決」代表的意義為何
1433068111136,59,749,100,429,1,死法相同，公布執行影片。
1433068094558,58,571,602,107,1,大部分的人是帶著「我這輩子不可能犯下、或背負可能被處以死刑的任何罪名」的高姿態在討論死刑存廢的
1433068134976,60,571,651,83,1,在台灣，死刑速審速決只會引發更多悲劇
1433068228880,61,854,1,0,-1,...............
1433068245371,62,749,1,0,-1,活體解剖
1433068464765,65,749,60,224,1,如同電影關鍵報告一樣冷凍被告
1433068848149,68,749,90,103,1,殺人是能力的一種
1433068800674,67,749,430,84,1,人民有自殺的權力
1433069675839,71,938,144,1332,1,寧願錯殺一個誤判的，也不要放過一百個鄭捷
1433069839525,72,938,312,218,1,寧願放過鄭捷等惡人（不判死但終身監禁）也不願錯殺一人
1433070120114,73,955,97,82,1,死刑無法嚇阻想死的犯人，所以我們要廢除死刑根本就是假議題
1433070952839,74,1056,156,82,1,廢除死刑應成立於社會具有共同良知與互助意識的前提下，現在的台灣，還未走到那階段。
1433071038002,75,1056,496,461,1,廢除死刑與否，不應該拿受害者的生命作實驗，當決定磨滅他人生命，就已經喪生「人」的身份及一切權利。
1433071095030,76,1029,198,77,1,我認為不假釋的終身監禁可以取代死刑挽回冤獄
1433071667925,77,1082,265,33,1,該死與不該死不是二分法，所以速審速決的死刑很容易產生冤案。死刑應該法治化，不應該針對大眾認為該死的人進行速審速決。
1433072186665,78,1082,28,289,1,與其速審速決，不如開放喪心病狂的殺人魔接受石刑，也就是，被大眾丟石頭致死。
1433072454042,79,1082,188,51,1,如果是精神病患者明確因為精神病而殺人，我願意支持以強制治療搭配終身監禁來取代死刑。
1433072605509,80,1127,125,46,1,我認為台灣人又沒邏輯又濫情
1433073687939,83,1224,214,25,1,當有重大事件發生時才會有全面性的討論，當事情過去，又只剩下廢死與反廢死的核心人物在討論。
1433073476522,81,1224,534,13,1,在我們不去討論如何預防反社會人格的出現時，就算廢除死刑還是會有殺人事件出現
1433073591796,82,1224,283,32,1,"死刑或許可以喝止殺人犯的轉念，但不能有效停止殺人者的動機。例如鄭捷就是為了求得死刑才殺人，那麼死刑在其個案就不構成喝止殺人的作用。"
1433074208743,86,1211,218,174,1,不管贊不贊成傷害或格殺加害者，都不應該把這個權力或責任交給政府
1433074325656,87,1299,333,24,1,我們應該理解殺人犯的人生，去尋找他們生命中遇到的困境，並且尋找解決方式，未來才能防範出現更多殺人犯。
1433073856255,85,1244,227,58,1,「人不可以殺人」，同意死刑則代表我們默許在滿足某種條件之下，人可以殺人。
1433073790186,84,1224,242,20,1,"很多事情不能看表面。雖然殺人者該死，但我們仍要探討反社會人格出現的原因。"
1433074805129,91,1318,162,63,1,我們需要一個比死刑更能夠有效嚇阻計畫性重大犯罪的方法。
1433074708836,88,1318,261,47,1,廢除死刑是一個值得努力的方向。
1433074757216,89,1318,195,45,1,無論死刑存在與否，都無法減少隨機殺人事件的發生。
1433074759218,90,1082,78,122,1,名偵探柯南裡的殺人者都有苦衷。現實裡或許沒有那麼多，但是一定有不得已把人殺掉的。死刑，就是這個社會，不得已，才殺掉這個人。
1433075256045,93,1,136,49,1,這句話邏輯有問題：「歐洲很多國家都廢死，沒有死刑，而台灣有死刑，今天台灣還發生這麼可怕的隨機殺人案，台灣還想廢死，真的非常危險，足以借鏡！」
1433075222659,92,1,125,61,1,這段話邏輯有問題：「宜蘭的小學都採開放校園，沒有圍牆，而台北市的校園都有圍牆，今天北投的國小發生這麼可怕的割喉案，宜蘭的小學沒有圍牆，真的也非常危險，足以借鏡！」
1433075380330,95,1367,175,63,1,廢死的配套應是無期徒刑不得假釋。
1433075422473,96,1352,200,32,1,殺人犯背後的動機或許值得探討、值得同情，但這不代表著他/她就因此可以不必為自己的惡行付出代價。因為無論如何，受害人並沒有義務為他/她的過去背負任何責任。
1433076711686,102,1432,67,92,1,追究轉型正義不可避免會對曾為威權政府殺人的個人執行死刑。
1433078717304,115,1606,86,93,1,"重點不在廢死不廢死, 而是""要為自己的行為負責""""殺人就要有被殺的覺悟""教化在負完應負的責任後才需考慮..   即使有理由, 都是等負完責任後再去考慮的!!!!"
1433075796480,100,1376,103,30,1,該題顯然假美國擁槍條件是可以移植台灣的，但事實上台灣並沒有與美國相同的歷史背景(抵抗暴政)來合理化擁槍的可能
1433075753630,98,1352,45,211,1,若是廢除死刑，那麼應該同時令被害人(家屬)對加害人報復性仇殺除罪化。
1433076432915,101,1432,35,116,1,死刑只能適用於個人，公司是法人，即使為了省錢使用有害原料導致消費者死亡，也只能罰錢。公司的董事和員工也是受害者。
1433078411833,111,1639,7,198,1,廢除死刑能夠解決隨機殺人的問題
1433079074390,118,1704,78,74,1,"殺掉殺人的人這句話以邏輯而言是不對的，並不是人人都能裁決殺人的人，而是確定殺人犯的罪則後請他伏法，如果有人可以決定殺人犯尚有教化的可能性，為什麼不能決定殺人犯不可能教化所以不應該浪費納稅人的錢？"
1433076863537,103,1432,21,235,1,死刑應該以公投、而非法官審判的方式決定。
1433076921349,104,1481,82,193,1,執行死刑是讓犯下大罪的罪犯因此懂得並尊重生命的可貴，死刑不可廢，蓄意殺人就該判死刑
1433077546669,105,1540,1,0,-1,d
1433077952741,107,1418,295,26,1,台灣社會面對罪犯的心態就是「你有病，我們社會不歡迎你，請你離開。」但問題一直都還是在。我們對社會正義的想像很廉價，因為我們還沒有足夠時間去思考背後的問題，就急著否定。
1433078167485,110,1546,46,161,1,解決隨機性侵犯，最根本的解決方案是，進行性器官摘除手術
1433078117250,108,1609,354,44,1,這兩年每年有無差別殺人，及民眾鼓吹速審速死的情境，很像古代河神獻祭的儀式，一些生命被奪走，但是沒有任何問題被解決
1433078159163,109,1541,45,136,1,如果死刑判不到高官權貴黑心商人黑道老大皇親國戚，只有辦法對變態喪心病狂殺童者判處死刑，我仍支持死刑。
1433078564597,114,1587,94,142,1,死刑並不是嚇阻隨機殺人的方式，但是不能廢除死刑。對於隨機殺人犯判死是為了保護其他人，也是給被害人家屬ㄧ個公道。
1433078466991,112,112,63,154,1,社會與法律可以決定一個人要繼續活下去或被處死
1433078542765,113,1618,221,61,1,沒有任何人可剝奪其他人的生命權
1433078913414,116,1121,213,49,1,一個社會是否有死刑，不會影響這個社會發生隨機殺人事件機率。
1433079179869,119,0,153,44,1,把隨機殺人案歸咎於推動廢死是為了個人利益在消費受害者
1433079042015,117,11,121,44,1,對於受到冤枉而被判刑的人來說，無論是被判死刑或無期徒刑，在未有機會翻案的狀況下都斷送了一生，因此主張司法不可信就應廢死對被冤枉的人來說意義不大。再者除了被誤判死刑的人之外，被誤判其他罪名的人同樣是非常痛苦的，在爭論是否廢死之前，應該先改革要司法來降低造成冤罪的可能性才是。
1433079367886,120,1606,75,123,1,"沒有人可以剝奪任何人的人權,只有自己可以, 當他自己去剝奪別人的人權時, 也喪失了自己的人權..不要和我說那群人有人權.. 在他動手的時後就已經自己捨棄掉了"
1433079588881,121,1876,47,207,1,隨機殺手是對人類有害的基因，必需將之消滅，才符合全人類的福祉。
1433079604249,122,1845,72,93,1,死刑並不是理性的，法律或許也該是理性的，但是死刑就是能夠更多的讓大家覺得釋懷
1433079849820,125,1937,1,0,-1,如果有真的無期徒刑會同意廢死嗎
1433079825652,124,1886,109,78,1,有陪審團陪審並且一致同意的制度比現在的制度更好
1433079892189,126,1886,117,63,1,隨機殺人跟恐怖主義有相似之處
1433079892807,127,1921,106,34,1,"真的覺得死刑對鄭捷這樣的人有用嗎？還是只是為了發洩自己的憤怒"
1433079980980,128,1921,109,25,1,"法律不應該是情理法法律是死的但法官是活的"
1433080645791,138,1956,234,62,1,解決社會結構問題才是根本，而死刑讓國家及社會怠於處理真正根本的問題。
1433080207132,131,1886,61,121,1,軍警擊殺恐怖份子跟對隨機殺人犯執行死刑是相似的
1433080310326,132,1886,126,23,1,如果鄭捷想自殺，他可以禁食不吃食物，或燒碳
1433080206362,130,1861,95,88,1,軍隊有殺人的能力，同時也是國家系統的必要機制。死刑也是。在特定的情況下，系統會殺死個體以保障系統的存續。
1433080401522,134,1895,71,121,1,台灣的刑罰制度若是沒有死刑也應該有類似鞭刑或凌遲等較重的處罰，讓觸法的人為自己的行為付出代價
1433080443303,135,1934,207,6,1,成熟的公民，有能力把自己的情緒化反應與應有的理性思維分開看待，這才是重點。
1433080451129,136,1950,266,32,1,我們應該更加去關注隨機殺人犯背後的動機與思想養成，而非只是希望他負上應負的刑罰。
1433080483099,137,1983,208,241,1,"雖然死刑無法遏止隨機殺人事件,但至少能保障社會大眾受害的風險,殺人犯也無任何權力可以決定他人生死"
1433079998498,129,1922,6,4,-1,沒有人能剝奪他人的生命權，但，如經確定惡意且重大之殺人犯，應於著手時喪失其權利
1433077770625,106,1546,8,4,-1,死刑的存在，有可能推動想自殺的人，去隨機殺人
1433081041413,141,1989,136,69,1,任何人包括國家都無權奪取他人生命
1433081509986,146,2222,160,63,1,人永遠都是人，也許當下他失去控制但他依舊是人，沒有任何人有權利剝奪他人作為人這個事實
1433081647711,147,749,287,74,1,死刑無助於降低隨機殺人事件
1433080857148,140,1616,267,30,1,我擔心當權者利用司法去殺人
1433080377223,133,1606,114,70,1,"即使是精神病患者, 應該該要為自己的行為來負責"
1433080845453,139,2040,30,288,1,"法院開假的嗎?這些法律人都讀死書嗎?這個年代會有冤獄?隨時都可找記者上報了,誰敢亂來?死刑有這麼好判嗎?那現形犯還有藉口嗎? 死刑怎麼會需要討論呢?"
1433081493651,144,0,100,85,1,死刑的存在，有可能推動想自殺的人，去隨機殺人。
1433081479184,143,2197,187,30,1,"無差別殺人狂的出現與死刑存在與否無關, 跟社會制度階級掠奪比較有關係"
1433082482694,163,2313,51,139,1,"之所以為「人」，便是在獸性上套上道德的項圈，掙脫此項圈者，必須被社會所隔離，以免引起模仿效應。最乾淨便宜簡便的做法，便是死刑。"
1433081477518,142,2221,64,150,1,殺人要償命
1433081509529,145,2003,118,58,1,國家可以在戰爭中殺人不代表國家可以透過死刑殺人
1433081659474,148,2219,100,97,1,我們應該要從根本解決社會的問題，避免這種殺人案件的再次發生，但也必須給犯罪者懲罰，不能廢除死刑。
1433081975712,153,749,19,145,1,慈濟志工殺人唯一死刑
